Name	p-val	Chr	Start	End	Strand	Lib
Phas-499	1e-05	9	45948401	45948587	NONE	nd
Phas-500	1e-05	9	124917158	124917386	NONE	nd
Phas-501	1e-05	9	136742978	136743248	NONE	nd
Phas-502	1e-05	10	3022986	3023319	NONE	nd
Phas-503	1e-05	10	3026883	3027405	NONE	nd
Phas-504	1e-05	10	3373821	3374091	NONE	nd
Phas-505	1e-05	10	3433729	3433999	NONE	nd
Phas-506	1e-05	10	3465743	3466013	NONE	nd
Phas-507	1e-05	10	24458211	24458649	NONE	nd
Phas-508	1e-05	10	24460645	24461188	NONE	nd
Phas-509	1e-05	10	24473893	24474562	NONE	nd
Phas-510	1e-05	10	24488360	24488714	NONE	nd
Phas-511	1e-05	10	24491373	24491874	NONE	nd
Phas-512	1e-05	10	24493748	24494144	NONE	nd
Phas-513	1e-05	10	24496492	24496699	NONE	nd
Phas-514	1e-05	10	24524129	24524501	NONE	nd
Phas-515	1e-05	10	24532766	24533330	NONE	nd
Phas-516	1e-05	10	24550264	24550429	NONE	nd
Phas-517	1e-05	10	24612949	24613345	NONE	nd
Phas-518	1e-05	10	24615373	24615853	NONE	nd
Phas-519	1e-05	10	24622360	24623029	NONE	nd
Phas-520	1e-05	10	24625532	24626033	NONE	nd
Phas-521	1e-05	10	24627855	24628272	NONE	nd
Phas-522	1e-05	10	24642058	24642475	NONE	nd
Phas-523	1e-05	10	24700412	24700640	NONE	nd
Phas-524	1e-05	10	24839703	24840267	NONE	nd
Phas-525	1e-05	10	24855451	24856078	NONE	nd
Phas-526	1e-05	10	24928595	24929160	NONE	nd
Phas-527	1e-05	10	24930848	24931307	NONE	nd
Phas-528	1e-05	10	24936814	24937294	NONE	nd
Phas-529	1e-05	10	24997310	24997895	NONE	nd
Phas-530	1e-05	10	25022499	25023168	NONE	nd
Phas-531	1e-05	10	28242211	28242397	NONE	nd
Phas-532	1e-05	10	38228113	38228341	NONE	nd
Phas-533	1e-05	10	74786956	74787163	NONE	nd
Phas-534	1e-05	10	81533457	81533790	NONE	nd
Phas-535	1e-05	10	81541344	81541845	NONE	nd
Phas-536	1e-05	10	81544307	81545039	NONE	nd
Phas-537	1e-05	10	81556716	81557301	NONE	nd
Phas-538	1e-05	10	81558591	81558924	NONE	nd
Phas-539	1e-05	10	81560557	81561058	NONE	nd
Phas-540	1e-05	10	81561704	81562058	NONE	nd
Phas-541	1e-05	10	81562499	81562874	NONE	nd
Phas-542	1e-05	10	81909458	81909875	NONE	nd
Phas-543	1e-05	10	81910200	81910701	NONE	nd
Phas-544	1e-05	10	85278709	85279042	NONE	nd
Phas-545	1e-05	10	92529555	92530035	NONE	nd
Phas-546	1e-05	10	110574054	110574870	NONE	nd
Phas-547	1e-05	10	117298067	117298589	NONE	nd
Phas-548	1e-05	10	117307974	117308496	NONE	nd
Phas-549	1e-05	10	117311272	117312004	NONE	nd
Phas-550	1e-05	10	117312714	117313718	NONE	nd
Phas-551	1e-05	10	117361661	117361826	NONE	nd
Phas-552	1e-05	10	117362495	117363269	NONE	nd
Phas-553	1e-05	10	117402390	117402765	NONE	nd
Phas-554	1e-05	10	117405833	117406523	NONE	nd
Phas-555	1e-05	10	117407192	117408092	NONE	nd
Phas-556	1e-05	10	117497671	117498067	NONE	nd
Phas-557	1e-05	10	117518003	117518588	NONE	nd
Phas-558	1e-05	10	117540459	117541254	NONE	nd
Phas-559	1e-05	10	117569231	117569879	NONE	nd
Phas-560	1e-05	10	117576445	117576673	NONE	nd
Phas-561	1e-05	10	117595385	117595697	NONE	nd
Phas-562	1e-05	10	117608638	117609223	NONE	nd
Phas-563	1e-05	10	117612728	117613019	NONE	nd
Phas-564	1e-05	10	117663059	117663497	NONE	nd
Phas-565	1e-05	10	117683023	117684196	NONE	nd
Phas-566	1e-05	10	118685939	118686314	NONE	nd
Phas-567	1e-05	10	118778728	118779103	NONE	nd
Phas-568	1e-05	10	118790702	118791098	NONE	nd
Phas-569	1e-05	10	118810937	118811207	NONE	nd
